country,bag_num,bag_weight,harvest_year,grading_date,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,cat_1_defects,quakers,color,cat_2_defects,expiration,altitude,species,total_quality
Vietnam,83,60,2025,2025-04-19,Honey,7.25,7.17,7.25,7.08,7.25,7.25,10.0,10.0,10.0,0.12,0,1,Green,0,2026-04-19,1500.0,Arabica,7.208333333333333
Vietnam,1,2,2025,2025-03-05,Washed/Wet,7.25,7.25,7.17,7.25,7.17,7.17,10.0,10.0,10.0,0.112,0,0,Yellow-Green,2,2026-03-05,1000.0,Arabica,7.210000000000001
Uganda,5,60,2023,2024-11-20,Honey,7.33,7.25,7.33,7.25,7.08,7.0,10.0,10.0,10.0,0.103,0,0,Green,1,2025-11-20,1800.0,Arabica,7.206666666666667
Colombia,600,30,2025,2024-11-23,Washed/Wet,8.0,7.67,7.75,8.0,7.75,7.58,10.0,8.67,10.0,0.122,0,0,Green,1,2025-11-23,1959.0,Arabica,7.791666666666667
Vietnam,2,1,2024,2024-12-03,Honey,7.25,7.33,7.17,7.25,7.08,7.08,10.0,10.0,10.0,0.119,0,0,Green,0,2025-12-03,1500.0,Arabica,7.1933333333333325
Brazil,640,60,2024,2025-01-02,Natural/Dry,7.58,7.5,7.5,7.42,7.33,7.33,8.0,10.0,10.0,0.094,0,0,Yellow-Green,0,2026-01-02,1025.0,Arabica,7.4433333333333325
Vietnam,1,1,2025,2025-04-08,Honey,7.08,7.08,7.17,7.17,7.25,7.08,10.0,10.0,10.0,0.092,0,0,Green,4,2026-04-08,5400.0,Arabica,7.138333333333333
Brazil,2,60,2024,2024-11-20,Natural/Dry,7.17,7.0,7.08,7.25,7.08,7.08,10.0,10.0,10.0,0.108,0,0,Yellow,0,2025-11-20,1000.0,Arabica,7.109999999999999
Colombia,375,70,2025,2025-06-02,Washed/Wet,7.58,7.42,7.33,7.42,7.5,7.42,8.67,8.67,8.67,0.106,0,0,Green,4,2026-06-02,1450.0,Arabica,7.445
Brazil,1600,96000,2025,2025-09-22,Natural/Dry,7.67,7.67,7.58,7.67,7.67,7.58,8.0,8.0,9.33,0.11,0,0,Green,1,2026-09-22,1100.0,Arabica,7.640000000000001
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.33,7.08,7.08,7.33,7.17,7.25,8.67,8.67,10.0,0.122,0,6,Green,0,2025-12-27,1200.0,Arabica,7.206666666666667
Vietnam,6,60,2025,2025-08-07,Natural/Dry,8.67,8.58,8.42,8.42,8.33,8.5,10.0,10.0,8.5,0.119,0,0,Yellow,0,2026-08-07,560.0,Robusta,8.486666666666666
Vietnam,21,60,2025,2025-05-19,Natural/Dry,8.58,8.5,8.42,8.42,8.33,8.42,10.0,10.0,8.42,0.106,0,1,Blue-Green,1,2026-05-19,800.0,Robusta,8.445
Thailand,20,8,2025,2025-08-26,Natural/Dry,8.5,8.25,8.33,8.5,8.17,8.25,10.0,10.0,8.17,0.137,0,0,Yellow,1,2026-08-26,900.0,Robusta,8.333333333333334
Thailand,1,7,2025,2025-10-02,Natural/Dry,8.33,8.33,8.08,8.33,8.33,8.25,10.0,10.0,8.25,0.103,0,0,Yellow-Green,0,2026-10-02,300.0,Robusta,8.275
Vietnam,15,30,2025,2025-05-05,Fermentation,8.25,8.42,8.17,8.25,8.25,8.25,10.0,10.0,8.33,0.12,0,1,Brown,0,2026-05-05,1200.0,Robusta,8.265
Vietnam,1,60,2025,2025-04-07,Natural/Dry,8.17,8.25,8.25,8.25,8.08,8.25,10.0,10.0,8.17,0.117,0,0,Green,1,2026-04-07,850.0,Robusta,8.208333333333334
Thailand,2,100,2025,2025-08-26,Natural/Dry,8.33,8.5,8.42,8.17,8.0,8.25,10.0,10.0,8.25,0.111,0,0,Yellow-Green,1,2026-08-26,150.0,Robusta,8.278333333333334
Vietnam,4000,1,2025,2025-07-09,Natural/Dry,8.33,8.33,8.25,8.42,8.17,8.17,10.0,10.0,8.25,0.11,0,0,Green,0,2026-07-09,500.0,Robusta,8.278333333333334
Vietnam,6000,1,2025,2025-07-09,Natural/Dry,8.42,8.42,8.25,8.25,8.0,8.25,10.0,10.0,8.25,0.11,0,0,Green,0,2026-07-09,590.0,Robusta,8.265
Cambodia,30,30,2025,2025-09-03,Natural/Dry,8.33,8.17,8.17,8.25,8.17,8.25,10.0,10.0,8.5,0.111,0,0,Yellow,3,2026-09-03,150.0,Robusta,8.223333333333334
Vietnam,105,1,2025,2025-07-09,Natural/Dry,8.25,8.42,8.25,8.25,8.08,8.17,10.0,10.0,8.25,0.11,0,0,Green,0,2026-07-09,1040.0,Robusta,8.236666666666666
Thailand,1,8,2021,2025-10-02,Natural/Dry,8.25,8.33,8.08,8.17,8.17,8.25,10.0,10.0,8.33,0.104,0,0,Brown,0,2026-10-02,80.0,Robusta,8.208333333333334
Thailand,2,10,2023,2024-11-07,Natural/Dry,8.17,8.08,8.0,8.17,8.08,8.17,10.0,10.0,8.25,0.094,0,0,Yellow,0,2025-11-07,1300.0,Robusta,8.111666666666666
Vietnam,3000,1,2025,2025-07-09,Natural/Dry,8.42,8.33,8.17,8.25,8.08,8.17,10.0,10.0,8.17,0.11,0,0,Green,0,2026-07-09,800.0,Robusta,8.236666666666666
Vietnam,18000,1,2025,2025-07-09,Natural/Dry,8.5,8.33,8.17,8.25,8.0,8.08,10.0,10.0,8.17,0.11,0,0,Green,0,2026-07-09,500.0,Robusta,8.221666666666666
Vietnam,30000,1,2025,2025-07-09,Natural/Dry,8.33,8.25,8.17,8.17,8.17,8.17,10.0,10.0,8.33,0.11,0,0,Green,0,2026-07-09,1100.0,Robusta,8.21
Thailand,3,8,2025,2025-10-02,Natural/Dry,8.33,8.33,8.0,8.17,8.17,8.25,10.0,10.0,8.08,0.117,0,0,Brown,0,2026-10-02,79.0,Robusta,8.208333333333334
Vietnam,10000,1,2025,2025-07-09,Natural/Dry,8.25,8.33,8.17,8.17,8.17,8.0,10.0,10.0,8.25,0.11,0,0,Green,0,2026-07-09,625.0,Robusta,8.181666666666667
Vietnam,10000,1,2025,2025-07-09,Natural/Dry,8.25,8.33,8.17,8.33,8.08,8.08,10.0,10.0,8.17,0.107,0,0,Green,0,2026-07-09,1080.0,Robusta,8.206666666666665
Thailand,1,8,2025,2025-08-26,Natural/Dry,8.25,8.25,7.92,8.42,8.08,8.08,10.0,10.0,8.5,0.122,0,0,Yellow,2,2026-08-26,500.0,Robusta,8.166666666666666
Cambodia,30,30,2025,2025-03-24,Natural/Dry,8.17,8.08,8.17,8.25,8.17,8.25,10.0,10.0,8.33,0.12,0,1,Blue-Green,0,2026-03-24,700.0,Robusta,8.181666666666667
Vietnam,1500,1,2025,2025-07-09,Natural/Dry,8.33,8.17,8.17,8.33,8.08,8.08,10.0,10.0,8.17,0.11,0,0,Green,0,2026-07-09,950.0,Robusta,8.193333333333333
Cameroon,10,60,2025,2024-12-30,Natural/Dry,8.08,8.17,8.0,8.25,8.17,8.25,10.0,10.0,8.33,0.109,0,0,Yellow-green,0,2025-12-30,700.0,Robusta,8.153333333333334
Vietnam,1,2,2025,2025-09-22,Honey,8.25,8.17,8.08,8.08,8.08,8.17,10.0,10.0,8.17,0.121,0,0,Blue-Green,0,2026-09-22,800.0,Robusta,8.138333333333334
Vietnam,35,60,2025,2025-09-29,Natural/Dry,8.5,8.17,8.0,8.17,8.0,8.08,10.0,10.0,8.17,0.118,0,0,Blue-Green,0,2026-09-29,850.0,Robusta,8.153333333333334
Vietnam,40000,1,2025,2025-07-09,Natural/Dry,8.25,8.25,8.08,8.25,8.0,8.0,10.0,10.0,8.17,0.112,0,0,Green,0,2026-07-09,700.0,Robusta,8.138333333333334
Vietnam,50,60,2025,2025-05-22,Natural/Dry,8.25,8.0,8.08,8.17,8.17,8.17,10.0,10.0,8.17,0.115,0,0,Green,0,2026-05-22,800.0,Robusta,8.14
Vietnam,10000,1,2025,2025-07-09,Natural/Dry,8.42,8.17,8.0,8.17,8.0,8.08,10.0,10.0,8.17,0.111,0,0,Green,0,2026-07-09,600.0,Robusta,8.139999999999999
Vietnam,40000,1,2025,2025-07-09,Washed/Wet,8.17,8.25,8.0,8.25,8.08,8.0,10.0,10.0,8.08,0.107,0,0,Green,0,2026-07-09,700.0,Robusta,8.125
Vietnam,25000,1,2025,2025-07-09,Natural/Dry,8.42,8.17,8.0,8.25,8.0,8.0,10.0,10.0,8.08,0.11,0,0,Green,0,2026-07-09,800.0,Robusta,8.14
Vietnam,8000,1,2025,2025-07-09,Natural/Dry,8.33,8.17,7.92,8.17,8.0,8.08,10.0,10.0,8.17,0.109,0,0,Green,0,2026-07-09,710.0,Robusta,8.111666666666666
Vietnam,10000,1,2025,2025-07-09,Natural/Dry,8.42,8.17,7.92,8.17,8.08,8.08,10.0,10.0,8.08,0.11,0,0,Green,0,2026-07-09,700.0,Robusta,8.139999999999999
Vietnam,30,60,2025,2025-05-15,Natural/Dry,8.08,8.0,8.08,8.08,8.17,8.25,10.0,10.0,8.25,0.12,0,0,Green,0,2026-05-15,900.0,Robusta,8.11
Vietnam,4000,1,2025,2025-07-09,Washed/Wet,8.25,8.17,8.08,8.08,8.08,8.08,10.0,10.0,8.08,0.11,0,0,Green,0,2026-07-09,950.0,Robusta,8.123333333333333
Vietnam,10,60,2025,2025-04-07,Natural/Dry,8.33,8.33,8.0,8.0,8.0,8.08,10.0,10.0,8.0,0.131,0,0,Green,0,2026-04-07,650.0,Robusta,8.123333333333333
Vietnam,10,30,2025,2025-07-01,Fermentation,8.33,8.17,8.08,8.08,8.0,8.0,10.0,10.0,8.0,0.117,0,1,Yellow,0,2026-07-01,860.0,Robusta,8.11
Thailand,1,8,2025,2025-08-26,Honey,8.17,8.0,7.92,8.08,8.17,8.17,10.0,10.0,8.08,0.106,0,0,Green,0,2026-08-26,167.0,Robusta,8.085
Vietnam,60,1,2025,2025-07-09,Natural/Dry,8.25,8.25,7.92,8.0,8.08,7.92,10.0,10.0,8.17,0.11,0,0,Green,0,2026-07-09,1040.0,Robusta,8.07
Vietnam,6000,1,2025,2025-07-09,Natural/Dry,8.08,8.0,8.0,8.0,8.08,8.0,10.0,10.0,8.17,0.11,0,0,Green,0,2026-07-09,590.0,Robusta,8.026666666666666
Vietnam,1500,1,2025,2025-07-09,Natural/Dry,8.17,8.0,7.83,8.17,8.0,8.0,10.0,10.0,8.08,0.11,0,0,Green,0,2026-07-09,1400.0,Robusta,8.028333333333334
Thailand,1,20,2025,2025-08-26,Natural/Dry,7.58,8.0,8.0,8.25,8.17,8.17,10.0,10.0,8.08,0.106,0,0,Green,1,2026-08-26,850.0,Robusta,8.028333333333334
Vietnam,10000,1,2025,2025-07-09,Natural/Dry,8.33,8.17,7.83,8.17,7.92,7.83,10.0,10.0,8.0,0.11,0,0,Green,0,2026-07-09,625.0,Robusta,8.041666666666666
Vietnam,20,60,2025,2025-04-07,Natural/Dry,8.17,8.08,8.0,8.0,8.0,8.0,10.0,10.0,7.92,0.129,0,0,Green,0,2026-04-07,650.0,Robusta,8.041666666666666
Vietnam,13,60,2021,2025-04-07,Natural/Dry,8.0,8.08,8.08,8.0,8.0,8.0,10.0,10.0,7.83,0.109,0,0,Green,0,2026-04-07,900.0,Robusta,8.026666666666666
Vietnam,19,60,2025,2025-04-07,Honey,7.92,7.92,8.0,8.17,7.83,8.0,10.0,10.0,8.08,0.106,0,0,Green,1,2026-04-07,650.0,Robusta,7.973333333333333
Vietnam,5150,60,2025,2025-04-07,Natural/Dry,7.92,7.83,7.83,8.08,8.0,8.0,10.0,10.0,8.08,0.131,0,0,Green,1,2026-04-07,550.0,Robusta,7.9433333333333325
Thailand,1,8,2025,2025-08-26,Natural/Dry,8.17,8.08,7.92,7.92,7.67,7.83,10.0,10.0,8.0,0.112,0,0,Yellow-Green,3,2026-08-26,579.0,Robusta,7.9316666666666675
Vietnam,166,60,2025,2025-05-22,Honey,7.83,7.75,8.0,7.92,8.08,8.0,10.0,10.0,7.92,0.117,0,0,Green,1,2026-05-22,800.0,Robusta,7.93
Vietnam,1,1,2025,2025-04-08,Natural/Dry,7.92,7.92,7.75,7.75,8.08,8.0,10.0,10.0,8.17,0.093,0,0,Yellow,0,2026-04-08,5400.0,Robusta,7.903333333333333
Vietnam,10000,1,2025,2025-08-18,Honey,7.83,8.0,7.92,7.92,8.0,7.92,10.0,10.0,8.0,0.11,0,0,Green,0,2026-08-18,950.0,Robusta,7.9316666666666675
Vietnam,10000,1,2025,2025-08-18,Washed/Wet,8.0,7.92,7.75,7.92,7.92,7.92,10.0,10.0,8.0,0.11,0,0,Green,0,2026-08-18,880.0,Robusta,7.905000000000001
Vietnam,25000,1,2025,2025-08-18,Natural/Dry,8.25,7.92,7.83,7.92,7.83,7.83,10.0,10.0,7.92,0.11,0,0,Green,0,2026-08-18,800.0,Robusta,7.93
Vietnam,142000,1,2025,2025-08-18,Honey,8.08,8.0,7.92,7.92,7.83,7.92,10.0,10.0,7.83,0.11,0,0,Green,0,2026-08-18,880.0,Robusta,7.945
Vietnam,2,2,2025,2025-09-29,Natural/Dry,8.0,7.92,7.83,7.92,7.92,7.92,10.0,10.0,7.92,0.121,0,0,Blue-Green,0,2026-09-29,825.0,Robusta,7.918333333333334
Vietnam,1,2,2025,2025-05-22,Natural/Dry,8.33,7.92,7.83,7.83,7.83,7.83,10.0,10.0,7.83,0.11,0,0,Yellow-Green,2,2026-05-22,700.0,Robusta,7.928333333333332
Vietnam,28,60,2025,2025-09-29,Honey,8.0,7.83,7.92,7.75,8.0,7.92,10.0,10.0,7.92,0.12,0,0,Blue-Green,0,2026-09-29,850.0,Robusta,7.903333333333333
Vietnam,2,2,2025,2025-09-29,Honey,8.0,7.83,7.75,7.92,7.92,7.92,10.0,10.0,7.92,0.12,0,0,Green,0,2026-09-29,800.0,Robusta,7.890000000000001
Indonesia,1,50,2021,2025-10-13,Natural/Dry,7.75,7.92,7.67,7.67,8.0,8.0,10.0,10.0,8.25,0.123,0,0,Green,2,2026-10-13,1300.0,Robusta,7.835
Vietnam,16,60,2025,2025-05-22,Natural/Dry,7.83,7.83,7.92,8.08,7.92,7.83,10.0,10.0,7.92,0.114,0,0,Green,0,2026-05-22,800.0,Robusta,7.901666666666666
Thailand,1,2,2025,2025-05-29,Natural/Dry,8.0,8.08,8.08,7.83,7.58,7.83,10.0,10.0,7.92,0.108,0,0,Brown,1,2026-05-29,338.0,Robusta,7.899999999999999
Vietnam,500000,1,2025,2025-08-18,Washed/Wet,7.92,7.92,7.83,8.0,7.83,7.83,10.0,10.0,7.92,0.11,0,0,Green,0,2026-08-18,900.0,Robusta,7.888333333333333
Vietnam,500000,1,2025,2025-08-18,Washed/Wet,7.83,7.92,7.83,7.92,7.83,7.83,10.0,10.0,8.0,0.11,0,0,Green,0,2026-08-18,900.0,Robusta,7.859999999999999
Vietnam,500000,1,2025,2025-08-18,Washed/Wet,7.83,7.83,7.83,7.92,7.92,7.92,10.0,10.0,7.83,0.11,0,0,Green,0,2026-08-18,900.0,Robusta,7.875000000000001
Vietnam,2,1,2025,2025-05-19,Honey,7.75,7.83,7.75,7.92,8.0,7.83,10.0,10.0,7.92,0.124,0,0,Blue-Green,0,2026-05-19,650.0,Robusta,7.846666666666667
Vietnam,20,50,2025,2025-08-07,Washed/Wet,7.75,7.83,7.83,7.83,7.92,7.83,10.0,10.0,7.83,0.116,0,0,Green,0,2026-08-07,850.0,Robusta,7.831666666666667
Thailand,1,2,2025,2025-06-11,Natural/Dry,7.83,7.75,7.83,7.83,7.83,7.83,10.0,10.0,7.92,0.088,0,0,Yellow-Green,0,2026-06-11,200.0,Robusta,7.816666666666666
Vietnam,5,60,2025,2025-04-07,Natural/Dry,8.33,8.08,7.75,7.67,7.67,7.75,10.0,10.0,7.67,0.112,0,0,Brown,1,2026-04-07,840.0,Robusta,7.875
Vietnam,10000,1,2025,2025-08-18,Washed/Wet,7.83,7.83,7.83,7.83,7.83,7.75,10.0,10.0,7.92,0.11,0,0,Green,0,2026-08-18,880.0,Robusta,7.816666666666666
Vietnam,20000,1,2025,2025-08-18,Natural/Dry,7.67,7.92,7.83,7.92,7.83,7.75,10.0,10.0,7.83,0.11,0,0,Green,0,2026-08-18,600.0,Robusta,7.82
Cambodia,10,60,2025,2025-09-03,Natural/Dry,7.83,7.83,8.0,7.75,7.58,7.67,10.0,10.0,7.83,0.111,0,2,Yellow-Green,5,2026-09-03,500.0,Robusta,7.776666666666667
Vietnam,25000,1,2025,2025-08-18,Natural/Dry,8.08,7.75,7.67,7.92,7.67,7.67,10.0,10.0,7.75,0.11,0,0,Green,0,2026-08-18,800.0,Robusta,7.793333333333334
Vietnam,20,60,2025,2025-06-26,Natural/Dry,7.75,7.67,7.75,7.92,7.75,7.75,10.0,10.0,7.75,0.114,0,0,Blue-Green,0,2026-06-26,550.0,Robusta,7.765000000000001
Vietnam,1,2,2025,2025-04-07,Natural/Dry,7.75,7.83,7.67,7.92,7.58,7.75,10.0,10.0,7.83,0.104,0,0,Green,0,2026-04-07,1020.0,Robusta,7.75
Thailand,1,10,2024,2024-11-07,Natural/Dry,8.0,7.92,7.67,7.67,7.58,7.58,10.0,10.0,7.75,0.098,0,0,Yellow,0,2025-11-07,12.0,Robusta,7.7366666666666655
Vietnam,2,2,2025,2025-09-29,Natural/Dry,7.67,7.58,7.67,7.67,7.75,7.75,10.0,10.0,7.75,0.117,0,0,Blue-Green,0,2026-09-29,825.0,Robusta,7.6816666666666675
Vietnam,10,50,2021,2025-08-13,,7.83,7.75,7.67,7.58,7.75,7.58,10.0,10.0,7.67,0.118,0,0,Blue-Green,0,2026-08-13,900.0,Robusta,7.6933333333333325
India,200,30,2025,2025-05-05,Washed/Wet,7.67,7.67,7.67,7.75,7.58,7.67,10.0,10.0,7.75,0.106,0,0,Green,3,2026-05-05,1040.0,Robusta,7.668333333333333
India,250,60,2025,2024-11-07,Washed/Wet,7.75,7.5,7.5,7.83,7.67,7.58,10.0,10.0,7.75,0.142,0,2,Green,6,2025-11-07,2870.0,Robusta,7.638333333333333
Vietnam,20000,1,2025,2025-08-18,Natural/Dry,7.58,7.67,7.67,7.58,7.67,7.67,10.0,10.0,7.67,0.11,0,0,Green,0,2026-08-18,870.0,Robusta,7.640000000000001
India,166,30,2025,2025-05-05,Natural/Dry,7.58,7.58,7.67,7.58,7.67,7.67,10.0,10.0,7.67,0.112,0,0,Yellow-Green,6,2026-05-05,1040.0,Robusta,7.625
Vietnam,383,60,2025,2025-06-11,Honey,7.67,7.58,7.67,7.58,7.58,7.67,10.0,10.0,7.58,0.116,0,1,Blue-Green,1,2026-06-11,800.0,Robusta,7.625
India,100,60,2024,2025-05-20,Natural/Dry,7.83,7.75,7.67,7.75,7.67,7.5,9.33,10.0,7.75,0.124,0,0,Brown,7,2026-05-20,900.0,Robusta,7.695
Thailand,1,2,2021,2025-06-11,Natural/Dry,7.67,7.58,7.58,7.5,7.58,7.67,10.0,10.0,7.5,0.108,0,0,Yellow,0,2026-06-11,100.0,Robusta,7.596666666666667
India,320,60,2024,2024-11-07,Washed/Wet,7.58,7.42,7.5,7.75,7.42,7.5,10.0,10.0,7.75,0.139,0,1,Green,4,2025-11-07,2950.0,Robusta,7.528333333333333
Brazil,4,60,2020,2024-11-20,Fermentation,7.67,7.67,7.42,7.58,7.42,7.5,10.0,10.0,7.58,0.117,2,0,Brown,10,2025-11-20,232.0,Robusta,7.543333333333333
India,60,30,2025,2025-05-05,Honey,7.58,7.5,7.42,7.5,7.33,7.58,10.0,10.0,7.42,0.103,0,0,Yellow-Green,0,2026-05-05,1040.0,Robusta,7.484999999999999
Vietnam,15,30,2025,2025-04-07,Natural/Dry,7.42,7.25,7.17,7.5,7.17,7.33,10.0,10.0,7.67,0.123,0,0,Green,0,2026-04-07,550.0,Robusta,7.306666666666666
Brazil,1,60,2024,2024-11-20,Washed/Wet,7.25,7.25,7.08,7.08,7.33,7.17,10.0,10.0,7.08,0.106,0,0,Yellow,2,2025-11-20,200.0,Robusta,7.1933333333333325
Brazil,1,60,2024,2024-11-20,Natural/Dry,7.0,7.17,7.17,6.92,7.25,7.0,10.0,10.0,7.08,0.106,0,0,Brown,2,2025-11-20,232.0,Robusta,7.085
India,5,60,2023,2024-11-20,Washed/Wet,7.25,6.67,6.83,6.67,7.0,6.92,10.0,10.0,6.67,0.108,0,0,Yellow,0,2025-11-20,950.0,Robusta,6.890000000000001
India,5,60,2023,2024-11-20,Washed/Wet,7.17,6.75,6.67,6.67,6.58,6.58,10.0,10.0,6.67,0.093,0,0,Green,4,2025-11-20,900.0,Robusta,6.7366666666666655
